dam_name,other_dam_name,dam_former_name,state_or_fed_agency_id,nid_id,other_structure_id,longitude,latitude,section_township_range,county,stream_or_river,nearest_downstream_city,distance_to_nearest_city,owner_name,owner_type,dam_designer,non_fed_dam_on_fed_property,dam_type_nid,core,foundation,purposes,year_completed,year_modified,dam_length,dam_height,structural_height,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,hazard,eap,eap_revision_date,inspection_date,inspection_frequency,condition_assessment,condition_assessment_detail,condition_assessment_date,spillway_type,spillway_width,outlet_gates,volume_of_dam,number_of_locks,lock_length,lock_width,permitting_authority,inspection_authority,enforcement_authority,state_jurisdictional_dam,state_regulated_dam,state_regulatory_agency,fed_agency_involvement_funding,fed_agency_involvement_design,fed_agency_involvement_construction,fed_agency_involvement_regulatory,fed_agency_involvement_inspection,fed_agency_involvement_operation,fed_agency_owner,fed_agency_involvement_other,source_agency,state,dam_number,status_code,island,classified_by,watershed_authority,tmk,tmk2,dam_type,spillway_size,spillway_protection,spillway_length,spillway_wall_height,outlet_type,spillway_control,ferc_status,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,water_body_type,hazard_analysis_date,certificate_to_impound_date,district_code,cong_rep_district,cong_rep,cong_rep_party,ferc_info,top_of_crest,spillway_crest,operating_level,dam_former_name_alt,classification_received_date,classification_date,section,classification_purpose,classification_comments,last_owner_om_inspection,last_outlet_inspection,phase_I_inspection,inspection_history,last_eap_audit,audit_comments,inundation_mapping,inundation_mapping_comments,loss_of_life_year_completed,population_at_risk,loss_of_life,loss_of_life_method,submit_date,url,condition_assessment_detail_alt,data_owner,permitting_agency,nid_owners,legal_quarter_4,number_separate_structures_alt,other_structure_id_alt,legal_quarter_3,legal_quarter_2,record_id,longitude_degrees,size_nid,hazard_nid,dam_status_description,spillway_type_nid,outlet_type_nid,watershed_description,access_surface_description,access_method_description,spillway_protection_description,upstream_protection_description,downstream_protection_description,annual_cert_year,added_state,added_year_data_refers_to,crest_elevation,coe_district,drainage_area_acres,fpp,low_level_release_facility,structure,ose_dam_file_no,land_name,basin,dike_length,latitude_minutes,latitude_seconds,longitude_minutes,longitude_seconds,spillway_type_1_description,spillway_type_2_description,latitude_degrees,eap_last_exercised,municipalities,annual_cert_date,eng_assess_date_received,id,st_ht,c_length,ac_conc,tbidmast_hpc,sw_max_cfs,npa,ac_dt,town,max_volume,state_defined_dam,drinking_water,comments,classification,2015_new_nid_entry,region,property_owner,geology_of_foundation,benchmark_location,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,legal_quarter_1,township,range2,owner_address,owner_city,owner_state,owner_zip,owner_physical_address,owner_physical_city,owner_physical_state,owner_physical_zip,owner_phone,owner_email,engineering_contact,engineering_phone,engineering_firm,engineering_firm_address,engineering_firm_city,engineering_firm_state,engineering_firm_zip,engineering_firm_email,reservoir_code,approval_date,inundation_mapping_year,ag_exempt,top_of_dam,top_of_principal_spillway,top_of_emergency_spillway,eap_year,first_contact_name,comment_2,dam_modification,secondary_purpose,classification_date_change,hazard_date,quadrangle_name,constructed_by,type_modify_repair,modify_repair_year,normal_freeboard,bottom_drain_operable,normal_pool_elev,normal_pool_capacity,max_impoundment_capacity,minimum_release_cfs,emergency_spillway_type,inspectors,next_inspection_date,non_date,nod_deadline_date,nod_resolved,nov_resolved,dso_date,dso_deadline,dso_resolved,addr_line_2,bottom_drain,ws_id,eng_data_id,class,notes,dam_id,hazard_potential,purpose_1_code,purpose_2_code,purpose_3_code,purpose_4_code,purpose_5_code,purpose_6_code,purpose_7_code,purpose_8_code,last_mod_type_code,acres,fema_req_ind,emergency_plan,other_id,long,quarter,range1,section_township_range_alt,code,core_certainty,foundation_certainty,federal_agency_owner,core_type,core_position,foundation_code,dam_key_seq_no,dam_popular_name,nat_dam_code,state_agency,reg_agency_insp_type,sufficiency_code,sufficiency_date,fd_name,n,q,federal_regulations,first_dam_at_site_year,wdid,div,wd,pm,q160,q40,utm_x,utm_y,location_accuracy,spillway_capactiy,outlet_description,outlet_capacity,overall_conditions,safe_storage,current_restrictions,primary_contact,assigned_to,more_information,location,f,r_n,rd,attention,ext,class_description,cert_type,dam_name_alt,lat_decimal,long_decimal,county_alt,legals,cert_expiration,pmt_type,pmt_date,pmt_exp,top_hgt,top_capacity,top_area,top_elevation,normal_pool_area,normal_pool_height,reg_no,ph1_rpt,ins_rcd_o,ins_rcd_e,pe_insp_by,acmp_by,coordinate_validated,da_sm,spillway_id,sdf_r,sdf_a,memo,classification_size,s_130,last_visit,pmp_6,pmp_12,pmp_24,pmp_selected,reason_for_inclusion,pool_volume,streambed_elevation,emergency_volume,emergency_area,emergency_elevation,river_class,contrib_area,principal_inlet,principal_length,emergency_spillway_construction,normal_depth,valve_type,valve_location,low_head_dam,low_level_rest_ext,low_level_rest_ext_install,embankment_volume,top_width,es_level_length,es_slope_length,es_percent_slope,drawdown_elevation,drawdown_area,drawdown_volume,streambed_area,streambed_volume,conduit_type,conduit_size,x_coord,y_coord,eap_date,atlas_number,state_reg_dam_51,state_reg_dam_52,state_reg_dam_53,state_reg_dam_54,state_reg_dam_5,dam_code,spillcrest_storage,Condition_Assessment_Date,FormattedMonth,FormattedDay,FormattedYear,meridian,is_statuatory_dam,is_active_dam,PermitNoUpdate_PermitNo,PermitNoUpdate_Suffix,SUB-DIST,eap_exercise_date,action,ALLDAMS.DIV,DIST,SubDiv,PhotoLink,PhotoYes,utmx,utmy,inspection_group,eap_comments,wmd,WMD_Permit_Number,Permit_,Enforcement_Actions_,F59,Shape,created_date,ID_NO2,OFFNAME2,Regulated2,D NAME,O NAME,CO,HY HT,MX AF,RIV STR,YR COMP,tblDmast_HPC,NAT_ID2,DAM_TYPE2,OD_NAME2,FD_NAME2,NR_CTY_TWN2,MI_CTY_TWN2,O_TYPE2,DESIGNER2,PRV_FED_LD2,PURPOSES2,YR_MOD2,STR_HEIGHT2,MAX_DISCHR2,NORM_STORG2,EMER_AC_PL2,INSP_FREQ2,STA_REG_DM2,STA_REG_AG2,SPLWY_TYPE2,SPLWY_WDTH2,OUTLT_GATE2,DAM_VOLUME2
KAHOMA RESERVOIR,,,MA-0057,HI00057,,-156.640616,20.901881,,Maui,KAHOMA STREAM OFFSTREAM,LAHAINA,2.9,West Maui Land Co./Kahoma Land LLC (Martin); West Maui Land Co./Kahoma Land LLC (Tremble),P,,FALSE,RE,,,I,1918,1953,900,59.7,35,27,59.7,76.8,26.6,18,26.6,3.5,0.043,High,TRUE,2016-02-03T12:05:00,6/12/15,5,POOR,,4/1/10,U,11,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Kahoma,2019-04-05T00:21:00,,Earthen,Intermediate,HDPE Liner,0,2.1,Downstream Control,Uncontrolled,Three Pipes,FALSE,,,Manually Controlled Valve at Downstream Toe,15 Inch Steel Pipe,0,26.6,Vegetation,33.7,Vegetation,State Regulated Dam,6/1/09,,,,,,,1850.9,1848.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Kahoma,,,HDPE Liner,Vegetation,Vegetation,Irrigation; Recreation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONOKOWAI RESERVOIR,Field 3 Reservoir,,MA-0058,HI00058,,-156.672601,20.947947,,Maui,UNNAMED STREAM,HONOKOWAI,0.9,Maui Land & Pineapple Co.,P,,FALSE,RE,,,I,1918,1999,317,31,29,26,31,,12.3,10,12.3,1.2,0.002,High,TRUE,2014-05-01T00:00:00,10/24/14,5,CONDITIONALLY FAIR,,8/1/10,U,22,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Honokowai,2019-04-04T00:02:00,,Earthen,Small,Hypalon Liner,25,2,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,12 Inch PVC,0,24,Hypalon Liner,20,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Honokowai,Unpaved,4x4,Hypalon Liner,Hypalon Liner,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESERVOIR 140,"UPPER FIELD 3 RESERVOIR, UPPER FIELD 30 RESERVOIR (Former NID)",,MA-0059,HI00059,,-156.65716,20.94468,,Maui,HONOKOWAI STREAM OFFSTREAM,HONOKOWAI,2,Maui Land & Pineapple Co.,P,,FALSE,RE,,,I,1926,,900,35,29,26,35,340,53.3,43,53.3,3.3,0.0056,High,TRUE,2014-05-01T00:00:00,10/24/14,5,CONDITIONALLY FAIR,,7/1/10,U,23,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Honokowai,2019-04-04T00:02:00,,Earthen,Small,Grouted Riprap,112,5,Downstream Control,Uncontrolled,Channel,FALSE,Walk,,Downstream,20 Inch Pipe Transitions to a 12 Inch Pipe,0,34,Grouted Riprap,30,Mowed Grass,State Regulated Dam,6/1/09,,,,,,,715,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Honokowai,Unpaved,4x4,Grouted Riprap,Grouted Riprap,Mowed Grass,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAILUA RESERVOIR,,,KA-0060,HI00060,,-159.399984,22.063402,,Kauai,WAILUA RIVER-N. FORK OFFSTREAM,WAILUA HOMESTEADS,5,"State of Hawaii, Dept of Land and Natural Resources; State of Hawaii, Dept of Land and Natural Resources-Land",S,,FALSE,RE,,,I,1920,,1080,40,34,30,40,,1223,757,1223,,0.88,High,TRUE,2016-09-14T12:05:00,3/30/16,5,CONDITIONALLY FAIR,,4/1/09,U,144,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Wailua,2019-04-02T00:01:00,2019-04-02T00:01:00,Earthen,Intermediate,Bare Soil,175,5,Upstream Control in Tower,Uncontrolled,Channel,FALSE,Two Catwalks,,Upstream,2 30 inch Gates (maybe 3),0,90,Mowed Grass,26.5,Vegetation,State Regulated Dam,6/1/09,,,,,,,482,478,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,I,H,Active,FALSE,,Wailua,Paved,Car,Bare Soil,Mowed Grass,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOWER KAPAHI RESERVOIR,,,KA-0061,HI00061,,-159.352819,22.101591,,Kauai,TR-KAPAA STREAM OFFSTREAM,KAWAIHAU,1,"County of Kauai - Department of Public Works ; State of Hawaii, Dept of Land and Natural Resources; State of Hawaii, Dept of Land and Natural Resources-Land",L,,FALSE,RE,,,O,1920,,650,20,24,21,20,,194,144,194,,0.38,High,TRUE,2017-07-13T09:34:00,8/3/16,5,UNSATISFACTORY,,4/1/09,N,0,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Kapaa,2019-04-06T00:06:00,2019-04-06T00:32:00,Earthen,Small,,0,0,Unknown,,,FALSE,Unknown,,,,0,25,Vegetation,29,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,,,Kapaa,Paved,Car,,Vegetation,Vegetation,Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN RESERVOIRS,Smaller TWIN Reservoir,,KA-0062,HI00062,,-159.348859,22.082227,,Kauai,TR-WAIKAEA CANAL OFFSTREAM,WAILUA,2,"County of Kauai - Department of Public Works ; Kulana 12D, LLC (Meier) (4) 4-3-011:001 (CPR No. 60); Kulana Home Owners Association (Managing Agent); Kulana Home Owners Association (President); Leonard Kaui (4) 4-3-003:015; Twin Lakes (4) 4-3-003:004 (Pianowski); Twin Lakes (4) 4-3-003:004 (Riley); Waipouli Manoa, LLC (4) 4-3-003:014; William Hancock - Kapaa 382, LLC (4) 4-3-011:001 (CPR No. 55)",L,,FALSE,RE,,,O,1920,,1810,18,49,38,18,1800,520,162,520,16,0.49,High,TRUE,2014-05-01T00:00:00,3/7/18,5,POOR,,2/1/09,U,8,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Waikaea,2019-04-03T00:03:00,2019-04-03T00:03:00,Earthen,Small,Bare Soil,0,0,Upstream Control in Tower,Uncontrolled,Tunnel,FALSE,Bridge,,Upstream,24,0,24,Vegetation,28,Bare Soil,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Waikaea,Paved,Car,Bare Soil,Vegetation,Bare Soil,Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAHOAKA RESERVOIR,,,KA-0063,HI00063,,-159.402379,22.040388,,Kauai,TR-WAILUA RIVER SOUTH FORK,WAILUA,4,State of Hawaii - Dept of Agriculture - ADC,S,,FALSE,RE,,,I,1910,,550,36,38,36,36,,210,164,210,5.9,0.74,High,TRUE,2015-05-01T00:00:00,11/16/17,5,POOR,,5/1/09,U,25,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Wailua,2019-03-09T00:02:00,,Earthen,Small,Bare Soil,120,4,Upstream Control,Uncontrolled,Channel,FALSE,walk,,Upstream pump,,,40,Vegetation,70,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,U,Wailua,Unpaved,4x4,Bare Soil,Vegetation,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIELD 2 KEALIA RESERVOIR,,,KA-0064,HI00064,,-159.345087,22.129532,,Kauai,KAUPAKU STREAM OFFSTREAM,HAWAIIAN HOME @ANAHOLA,2,"State of Hawaii, Dept of Hawaiian Home Lands",S,,FALSE,RE,,,I,1920,,304,25,40,29,25,,146,83,146,3.5,0.07,High,TRUE,2010-01-20T00:00:00,5/24/16,5,UNSATISFACTORY,,2/1/09,U,35,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Anahola,2019-04-07T00:02:00,,Earthen,Small,Bare Soil,120,10,Upstream Control,Uncontrolled,Channel,FALSE,Bridge,,Upstream,24,0,31.5,Vegetation,35.5,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,U,Anahola,Unpaved,4x4,Bare Soil,Vegetation,Vegetation,Irrigation; Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER ANAHOLA RESERVOIR,,,KA-0065,HI00065,,-159.31591,22.129966,,Kauai,KAMALOMALOO STREAM,Anahola,0.9,"State of Hawaii, Dept of Hawaiian Home Lands",S,,FALSE,RE,,,I,1920,,450,27,30,24,27,,110,83,110,2.5,0.41,Low,TRUE,2010-06-01T00:00:00,5/24/16,5,UNSATISFACTORY,,2/1/09,U,21,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Anahola,2019-04-07T00:04:00,,Earthen,Small,Grouted Riprap,49,4,Upstream Control,Uncontrolled,Pipe,FALSE,Walk,,Upstream,,0,34,Vegetation,76,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,L,Active,FALSE,U,Anahola,Unpaved,4x4,Grouted Riprap,Vegetation,Vegetation,Irrigation; Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOWER ANAHOLA RESERVOIR,,,KA-0066,HI00066,,-159.314123,22.128178,,Kauai,KAMALOMALOO STREAM,Anahola,0.9,"State of Hawaii, Dept of Hawaiian Home Lands",S,,FALSE,RE,,,I,1920,,213,22,32,40,22,,115,115,115,3.7,0.48,Low,TRUE,2010-01-01T00:00:00,5/24/16,5,UNSATISFACTORY,,2/1/09,U,38,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Anahola,2019-04-07T00:04:00,,Earthen,Small,Bare Soil,131,10,Upstream Control,Uncontrolled,Channel,FALSE,Walk,,Upstream,,0,34.5,Bare Soil,28.5,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,L,Active,FALSE,U,Anahola,Unpaved,4x4,Bare Soil,Bare Soil,Vegetation,Irrigation; Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIELD 1 KEALIA RESERVOIR,,,KA-0067,HI00067,,-159.352188,22.13047,,Kauai,KAUPAKU STREAM OFFSTREAM,Anahola,2.6,"State of Hawaii, Dept of Hawaiian Home Lands",S,,FALSE,RE,,,I,1920,,530,29,32,25,29,,105,80,105,4.5,0.12,High,TRUE,2010-01-01T00:00:00,5/24/16,5,UNSATISFACTORY,,2/1/09,U,50,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Kauai,FALSE,Anahola,2019-04-07T00:02:00,,Earthen,Small,Grouted Riprap,12,4,Unknown,Uncontrolled,Channel,TRUE,,,,,0,27,Vegetation,35,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Anahola,Unpaved,4x4,Grouted Riprap,Vegetation,Vegetation,Irrigation; Other,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 14,,,MA-0068,HI00068,,-156.348805,20.910645,,Maui,UNNAMED GULCH,KUAU,1.5,HC&S Paia Farm,P,,FALSE,RE,,,I,1913,,191,30,31,29,30,,36,21,36,1.5,0.41,High,TRUE,2011-06-01T00:00:00,8/13/15,5,POOR,,6/1/10,U,2.67,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Maliko,2019-02-05T00:04:00,2019-02-05T00:05:00,Earthen,Small,Concrete,0,0.67,Downstream Control,Unknown,Two Pipes,FALSE,Walk,,Downstream,12 Inch Diameter,0,37,Dumped Rock,42,Ungrouted Riprap,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Maliko,Gravel,Car,Concrete,Dumped Rock,Ungrouted Riprap,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC&S RESERVOIR 15,,,MA-0069,HI00069,,-156.347458,20.905023,,Maui,UNNAMED GULCH,KUAU,1.8,HC&S Paia Farm,P,,FALSE,RE,,,I,1917,,200,39,32,22,39,,26,17.2,26,1.1,0.65,High,TRUE,2011-06-01T00:00:00,8/13/15,5,POOR,,6/1/10,U,2.5,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,DLNR,,,,,,,,,HI,HI,,Active,Maui,FALSE,Maliko,2019-02-05T00:04:00,2019-02-05T00:05:00,Earthen,Small,,0,0,Downstream Control,Uncontrolled,Pipe,FALSE,Walk,,Downstream,16,0,25,Ungrouted Riprap,24,Vegetation,State Regulated Dam,6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RE,S,H,Active,FALSE,,Maliko,Gravel,Car,,Ungrouted Riprap,Vegetation,Irrigation,HI,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
